country,question,percentage_yes,code
Nepal,"Q27 Do you, personally, have any children?",72,NPL
Nepal,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,NPL
Nepal,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,14.000000000000002,NPL
Netherlands,Q3 Do you think studying diseases is a part of science?,96,NLD
Netherlands,"Q5A Have you, personally, ever, learned about science at Primary School?",51,NLD
Netherlands,"Q5B Have you, personally, ever, learned about science at Secondary School?",67,NLD
Netherlands,"Q5C Have you, personally, ever, learned about science at College/University?",35,NLD
Netherlands,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",42,NLD
Netherlands,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",60,NLD
Netherlands,"Q8 Would you, personally, like to know more about science?",48,NLD
Netherlands,"Q9 Would you, personally, like to know more about medicine, disease, or health?",62,NLD
Netherlands,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",52,NLD
Netherlands,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",85,NLD
Netherlands,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",72,NLD
Netherlands,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",80,NLD
Netherlands,"Q23 Before today, had you ever heard of a vaccine?",86,NLD
Netherlands,"Q27 Do you, personally, have any children?",63,NLD
Netherlands,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",96,NLD
Netherlands,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,53,NLD
New Zealand,Q3 Do you think studying diseases is a part of science?,96,NZL
New Zealand,"Q5A Have you, personally, ever, learned about science at Primary School?",79,NZL
New Zealand,"Q5B Have you, personally, ever, learned about science at Secondary School?",92,NZL
New Zealand,"Q5C Have you, personally, ever, learned about science at College/University?",23,NZL
New Zealand,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",46,NZL
New Zealand,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",61,NZL
New Zealand,"Q8 Would you, personally, like to know more about science?",57.99999999999999,NZL
New Zealand,"Q9 Would you, personally, like to know more about medicine, disease, or health?",74,NZL
New Zealand,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",70,NZL
New Zealand,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",81,NZL
New Zealand,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",81,NZL
New Zealand,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",90,NZL
New Zealand,"Q23 Before today, had you ever heard of a vaccine?",96,NZL
New Zealand,"Q27 Do you, personally, have any children?",68,NZL
New Zealand,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",93,NZL
New Zealand,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,48,NZL
Nicaragua,Q3 Do you think studying diseases is a part of science?,89,NIC
Nicaragua,"Q5A Have you, personally, ever, learned about science at Primary School?",79,NIC
Nicaragua,"Q5B Have you, personally, ever, learned about science at Secondary School?",67,NIC
Nicaragua,"Q5C Have you, personally, ever, learned about science at College/University?",21,NIC
Nicaragua,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",31,NIC
Nicaragua,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",39,NIC
Nicaragua,"Q8 Would you, personally, like to know more about science?",68,NIC
Nicaragua,"Q9 Would you, personally, like to know more about medicine, disease, or health?",76,NIC
Nicaragua,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",46,NIC
Nicaragua,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",68,NIC
Nicaragua,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",54,NIC
Nicaragua,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",75,NIC
Nicaragua,"Q23 Before today, had you ever heard of a vaccine?",93,NIC
Nicaragua,"Q27 Do you, personally, have any children?",67,NIC
Nicaragua,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",97,NIC
Nicaragua,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,39,NIC
Niger,Q3 Do you think studying diseases is a part of science?,56.99999999999999,NER
Niger,"Q5A Have you, personally, ever, learned about science at Primary School?",20,NER
Niger,"Q5B Have you, personally, ever, learned about science at Secondary School?",16,NER
Niger,"Q5C Have you, personally, ever, learned about science at College/University?",9,NER
Niger,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",25,NER
Niger,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",43,NER
Niger,"Q8 Would you, personally, like to know more about science?",83,NER
Niger,"Q9 Would you, personally, like to know more about medicine, disease, or health?",88,NER
Niger,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",68,NER
Niger,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",75,NER
Niger,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",62,NER
Niger,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",70,NER
Niger,"Q23 Before today, had you ever heard of a vaccine?",73,NER
Niger,"Q27 Do you, personally, have any children?",75,NER
Niger,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",69,NER
Niger,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,13,NER
Nigeria,Q3 Do you think studying diseases is a part of science?,89,NGA
Nigeria,"Q5A Have you, personally, ever, learned about science at Primary School?",71,NGA
Nigeria,"Q5B Have you, personally, ever, learned about science at Secondary School?",63,NGA
Nigeria,"Q5C Have you, personally, ever, learned about science at College/University?",18,NGA
Nigeria,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",23,NGA
Nigeria,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",33,NGA
Nigeria,"Q8 Would you, personally, like to know more about science?",80,NGA
Nigeria,"Q9 Would you, personally, like to know more about medicine, disease, or health?",85,NGA
Nigeria,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",56.00000000000001,NGA
Nigeria,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",80,NGA
Nigeria,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",80,NGA
